Name,y,x
Bitterwasser,8030.754,199448.917
Nkure,-63921.195,-478462.846
Okarutuo,3335.545,-97144.819
Okatjawewa,-15324.246,-121378.236
Okatjipiko,-46063.622,29185.725
Otjitjika,-39515.243,-284256.816
Schlangenkopf,13136.25,524801.378
Schroffenstein,-72344.318,574047.039
Schwarzeck,-69447.215,84303.546
Swartmodder,-13304.42,261314.065
Uhabis,32650.38,706673.116
Uitsab,15012.567,-273097.601
Una,-2142.23,-326644.299
Witberg,-7316.372,747959.341
Ysib,-6185.064,445195.692
