Name,y,x
Omega,910.3,-404569.9
Masare,87562.7,-454926.3
Pal,103002.6,-361130.4
Mt Aha,-1368.1,-245027.6
Acorn,666.17,-1445.55
Giftdune,95310.92,-83950.36
BAKO,-105401.159,-437921.984
Bierbok,104507.325,-221030.524
Gam,18455.47,-193858.67
Otjikoto,24008.416,-96931.852
Helena,81959.317,-16752.717
